row_idx,source_id,subject,answer,correct_word_len,avg_distractor_word_len,max_distractor_word_len,correct_minus_avg_distractor_word_len,correct_char_len,avg_distractor_char_len,correct_minus_avg_distractor_char_len,longest_word_label,longest_word_is_correct,longest_char_label,longest_char_is_correct,question,correct_text,choices
7508,security_studies/val/8,security_studies,A,243,143.66666666666666,241,99.33333333333334,322,189.0,133.0,A,True,A,True,Cuộc khảo sát này hỏi về những khác biệt giữa các nhà nước 'tham lam' và các nhà nước 'tìm kiếm an ninh'.,"Những 'nhà nước tham lam' là những nước có tham vọng mở rộng lãnh thổ của họ, ngay cả khi họ đã an toàn trong hiện trạng. 'Nhà nước tìm kiếm an ninh' là những nước chỉ muốn an toàn trong hiện trạng, mặc dù họ có thể bị cuốn vào cuộc đua vũ trang và chiến tranh vì những áp lực cấu trúc trong hệ thống quốc tế vô chính phủ.","{'A': ""Những 'nhà nước tham lam' là những nước có tham vọng mở rộng lãnh thổ của họ, ngay cả khi họ đã an toàn trong hiện trạng. 'Nhà nước tìm kiếm an ninh' là những nước chỉ muốn an toàn trong hiện trạng, mặc dù họ có thể bị cuốn vào cuộc đua vũ trang và chiến tranh vì những áp lực cấu trúc trong hệ thống quốc tế vô chính phủ."", 'B': ""Những 'nhà nước tham lam' tìm kiếm mở rộng lãnh thổ do những áp lực được tạo ra bởi hệ thống quốc tế. Bản chất vô chính phủ của hệ thống quốc tế khiến các quốc gia không an toàn và những nhà nước tham lam tìm cách khắc phục điều này bằng mọi cách. 'Những người tìm kiếm an ninh' thực tế thì an toàn trong hiện trạng."", 'C': 'Không có khác biệt, các thuật ngữ này đồng nghĩa.', 'D': ""'Nhà nước tìm kiếm an ninh' là những nước quan tâm đến việc đạt được an ninh trong hệ thống quốc tế, trong khi 'nhà nước tham lam' chỉ quan tâm đến việc tích lũy sức mạnh, đất đai và các nguồn lực khác.""}"
6991,security_studies/test/200,security_studies,D,201,101.66666666666667,162,99.33333333333333,261,133.0,128.0,D,True,D,True,Mối quan hệ giữa văn hóa và xây dựng xã hội như thế nào?,Văn hóa thường được coi là một tập hợp các thực hành mang ý nghĩa đối với các trải nghiệm và hành động được chia sẻ; nó có thể ảnh hưởng đến cách các quốc gia nhìn nhận an ninh và rất quan trọng trong việc xây dựng các giá trị và quy tắc thông tin về danh tính.,"{'A': 'Tất cả các mục dưới đây.', 'B': 'Văn hóa là sản phẩm của sự giao tiếp và cùng chung nhận thức về danh tính, mặc dù nó quan trọng trong việc hiểu động lực của danh tính xã hội, nhưng phạm vi của nó đối với các nghiên cứu về an ninh bị tranh luận.', 'C': 'Xây dựng xã hội không coi văn hóa là một đặc điểm quan trọng để nghiên cứu, thay vào đó tập trung vào các khía cạnh cá nhân về danh tính như sở thích và tham vọng.', 'D': 'Văn hóa thường được coi là một tập hợp các thực hành mang ý nghĩa đối với các trải nghiệm và hành động được chia sẻ; nó có thể ảnh hưởng đến cách các quốc gia nhìn nhận an ninh và rất quan trọng trong việc xây dựng các giá trị và quy tắc thông tin về danh tính.'}"
1542,security_studies/test/163,security_studies,D,196,98.0,144,98.0,253,129.66666666666666,123.33333333333334,D,True,D,True,"Theo George và Simons, những yếu tố nào ảnh hưởng đến kết quả của một hành động ngoại giao cưỡng ép?","Tất cả các sự lựa chọn đó. George và Simons phân biệt giữa các biến số ngữ cảnh và điều kiện thúc đẩy thành công, cùng với ý tưởng rằng chúng nên được sử dụng bởi các nhà đưa ra quyết định ở các giai đoạn khác nhau trong quá trình hình thành chính sách.","{'A': 'Môi trường chiến lược toàn cầu; loại sự chọc giận; hình ảnh của chiến tranh.', 'B': 'Ngoại giao cưỡng ép đơn phương hoặc đa bên; cô lập đối thủ; mục tiêu rõ ràng; động cơ mạnh mẽ và độ chênh lệch về động cơ.', 'C': 'Cảm giác khẩn trương; lãnh đạo mạnh mẽ; hỗ trợ bên trong; hỗ trợ quốc tế; đối thủ sợ dấy lên nguy cơ leo thang không chấp nhận được; sự rõ ràng về các điều kiện chính xác của việc giải quyết.', 'D': 'Tất cả các sự lựa chọn đó. George và Simons phân biệt giữa các biến số ngữ cảnh và điều kiện thúc đẩy thành công, cùng với ý tưởng rằng chúng nên được sử dụng bởi các nhà đưa ra quyết định ở các giai đoạn khác nhau trong quá trình hình thành chính sách.'}"
4001,high_school_statistics/test/49,high_school_statistics,D,125,31.0,33,94.0,164,41.0,123.0,D,True,D,True,"Một nghiên cứu đã được thực hiện để kiểm tra loại bàn phím mới trong việc ngăn ngừa các rối loạn căng thẳng lặp lại. Tình nguyện viên đã có vấn đề về chấn thương liên quan đã được phân bổ ngẫu nhiên để sử dụng bàn phím truyền thống hoặc thiết kế mới. Một thử nghiệm tính đáng kể đã được tiến hành với giả thuyết thay thế rằng tỷ lệ nhỏ hơn của những người sử dụng bàn phím mới sẽ bị chấn thương hơn những người sử dụng bàn phím truyền thống. Giá trị P kết quả là 0,07. Đây là một cách hiểu đúng của giá trị P này?",Có 7% cơ hội để có sự khác biệt giữa hai nhóm lớn ít nhất như là sự khác biệt quan sát được nếu bàn phím mới thật sự không tốt hơn trong việc ngăn ngừa chấn thương.,"{'A': 'Giả thuyết vô hiệu hóa nên bị bác bỏ.', 'B': 'Giả thuyết vô hiệu hóa nên được chấp nhận.', 'C': 'Có 7% cơ hội giả thuyết vô hiệu hóa là đúng.', 'D': 'Có 7% cơ hội để có sự khác biệt giữa hai nhóm lớn ít nhất như là sự khác biệt quan sát được nếu bàn phím mới thật sự không tốt hơn trong việc ngăn ngừa chấn thương.'}"
3342,security_studies/test/193,security_studies,A,301,211.66666666666666,243,89.33333333333334,388,272.3333333333333,115.66666666666669,A,True,A,True,Tác động của sự kết thúc Chiến tranh Lạnh đối với chính trị chủ tướng chiến tranh như thế nào?,"Trong bối cảnh sụp đổ của nhà nước, các tầng lớp người ưu tú khơi mào hỗn loạn để theo đuổi các hoạt động thương mại và khai thác các thị trường bóng tối toàn cầu hóa các hoạt động đó sẽ không được phép trong điều kiện bình thường. Chính trị chủ tướng chiến tranh đại diện cho một hình thức mới của an ninh chế độ ép buộc các tầng lớp người ưu tú yếu nhằm bảo vệ chính quyền nhà nước yếu.","{'A': 'Trong bối cảnh sụp đổ của nhà nước, các tầng lớp người ưu tú khơi mào hỗn loạn để theo đuổi các hoạt động thương mại và khai thác các thị trường bóng tối toàn cầu hóa các hoạt động đó sẽ không được phép trong điều kiện bình thường. Chính trị chủ tướng chiến tranh đại diện cho một hình thức mới của an ninh chế độ ép buộc các tầng lớp người ưu tú yếu nhằm bảo vệ chính quyền nhà nước yếu.', 'B': 'Chính trị chủ tướng chiến tranh đại diện cho sự tăng cường các mô hình mạng phân phối truyền thống trong xã hội nhưng được bảo trợ bởi các nguồn lực chính trị khác. Việc hỗ trợ từ các cường quốc đã được thay thế bằng sự ủng hộ của Mỹ khi Chiến tranh Lạnh kết thúc.', 'C': 'Chính trị chủ tướng chiến tranh là một hiện tượng tạm thời trong việc bảo vệ hạ tầng sinh thái, phản ánh nhu cầu cấp thiết để bảo vệ sự tồn tại của nhà nước trước các thay đổi toàn cầu nhanh chóng của cuối Chiến tranh Lạnh và toàn cầu hóa.', 'D': 'Chính trị chủ tướng chiến tranh là một hiện tượng mới, đại diện cho việc khai thác tinh thần cơ hội của các cơ quan nhà nước bị đóng cửa và lực lượng vũ trang bị mảnh vỡ. Các hoạt động thương mại tích lũy trong một nền kinh tế bóng tối được ưu tiên bởi kết thúc Chiến tranh Lạnh, không phải là thiết kế chiến lược.'}"
1445,high_school_biology/test/25,high_school_biology,C,145,58.0,61,87.0,196,78.66666666666667,117.33333333333333,C,True,C,True,Hãy chọn một trong các tuyên bố sau mà mô tả tốt nhất về Barr body và ý nghĩa của nó là gì?,Nó là một nhiễm sắc thể X bị đóng băng và dẫn đến các cá thể nữ có nữa số tế bào của mình có một nhiễm sắc thể X bị đóng băng và nửa còn lại của tế bào của họ có nhiễm sắc thể X bị đóng băng khác.,"{'A': 'Nó là một nhiễm sắc thể Y bị đóng băng và dẫn đến nam giới mất khả năng sinh sản.', 'B': 'Nó là một nhiễm sắc thể Y bị đóng băng, và người sở hữu nó có vẻ như là nữ.', 'C': 'Nó là một nhiễm sắc thể X bị đóng băng và dẫn đến các cá thể nữ có nữa số tế bào của mình có một nhiễm sắc thể X bị đóng băng và nửa còn lại của tế bào của họ có nhiễm sắc thể X bị đóng băng khác.', 'D': 'Nó là một nhiễm sắc thể X bị đóng băng và dẫn đến các cá thể nữ trở nên bất sản.'}"
1299,computer_security/test/17,computer_security,A,130,43.333333333333336,72,86.66666666666666,172,58.0,114.0,A,True,A,True,Nmap là gì?,"Đó là một công cụ quét mạng hoạt động bằng cách tiêm gói tin vào một loạt các địa chỉ và suy đoán các máy chủ và dịch vụ có thể có ở những địa chỉ đó, dựa trên các phản hồi","{'A': 'Đó là một công cụ quét mạng hoạt động bằng cách tiêm gói tin vào một loạt các địa chỉ và suy đoán các máy chủ và dịch vụ có thể có ở những địa chỉ đó, dựa trên các phản hồi', 'B': 'Đó là một công cụ kiểm tra lỗi mạng do dò kiểm tra', 'C': 'Đó là bản đồ của Internet', 'D': 'Đó là một bộ công cụ để tấn công bằng kịch bản: thăm dò, xây dựng, mã hóa, tiêm chủng, đợi phản hồi'}"
6325,nutrition/test/116,nutrition,B,137,51.0,69,86.0,177,63.666666666666664,113.33333333333334,B,True,B,True,Tiêu thụ trái cây và rau quả,"Có mối quan hệ không chắc chắn với sức khỏe xương vì các nghiên cứu nghiên cứu luôn bị nhầm lẫn bởi các yếu tố liên quan đến lối sống như hút thuốc, tập thể dục và tiêu thụ rượu","{'A': 'Đã được liên kết với mất khoáng chất xương nghiêm trọng trong các nghiên cứu quan sát', 'B': 'Có mối quan hệ không chắc chắn với sức khỏe xương vì các nghiên cứu nghiên cứu luôn bị nhầm lẫn bởi các yếu tố liên quan đến lối sống như hút thuốc, tập thể dục và tiêu thụ rượu', 'C': 'Đã liên tục dẫn đến mất xương ít hơn trong các nghiên cứu bổ sung', 'D': 'Có tác động lớn đến mất khoáng chất xương'}"
6745,human_aging/test/85,human_aging,B,130,45.333333333333336,66,84.66666666666666,172,57.333333333333336,114.66666666666666,B,True,B,True,Một trong những điểm quan trọng nhất được đề cập trong chương này là các thay đổi về thể chất,"Xảy ra nhiều hơn đối với một số người và ít hơn đối với một số người khác và, trong cùng một người, nhiều hơn đối với một số hệ thống và ít hơn đối với một số hệ thống khác","{'A': 'Xảy ra đối với tất cả mọi người', 'B': 'Xảy ra nhiều hơn đối với một số người và ít hơn đối với một số người khác và, trong cùng một người, nhiều hơn đối với một số hệ thống và ít hơn đối với một số hệ thống khác', 'C': 'Thường xảy ra đối với những người rất già nhưng không phải với những người rất trẻ', 'D': 'Có thể hoàn toàn tránh được nếu người đó học đủ về lão khoa'}"
3031,security_studies/test/5,security_studies,C,224,148.0,168,76.0,297,192.66666666666666,104.33333333333334,C,True,C,True,Vấn đề tiềm năng nào cho chính sách đã xuất hiện trong sự tương tác giữa học thuật và chính sách?,"Nghiên cứu an ninh đã được đánh dấu bằng việc ""IR- hóa"" dần dần của ngành học. Nghiên cứu an ninh trở thành một trong hai ngành cột trụ của Quan hệ Quốc tế (IR), ngành thứ hai là Kinh tế Chính trị Quốc tế. Kể từ đó IR trở thành bối cảnh chuyên môn chính trong đó nghiên cứu an ninh được thảo luận.","{'A': 'Bối cảnh chuyên môn chính cho lý thuyết nghiên cứu an ninh đã dịch chuyển khỏi sự thống trị của khoa học chính trị đến sự tương tác đa ngành từ xã hội học, toán học, tâm lý học, khoa học tự nhiên và chính trị, và kinh tế.', 'B': 'Các phát triển chính sách-học thuật đã dẫn đến sự thay đổi vai trò của các trung tâm nghĩ bận từ chính sách đến lý thuyết chống chính trị hoá.', 'C': 'Nghiên cứu an ninh đã được đánh dấu bằng việc ""IR- hóa"" dần dần của ngành học. Nghiên cứu an ninh trở thành một trong hai ngành cột trụ của Quan hệ Quốc tế (IR), ngành thứ hai là Kinh tế Chính trị Quốc tế. Kể từ đó IR trở thành bối cảnh chuyên môn chính trong đó nghiên cứu an ninh được thảo luận.', 'D': 'Các trung tâm nghĩ bận và nhà hoạch định chính sách ngày càng gắn liền với nhau. Sự mơ hồ về việc phân định giữa các trường đại học, trung tâm nghĩ bận và chính sách đã dẫn đến việc sáp nhập chính sách ở mọi cấp độ.'}"
