row_idx,source_id,subject,answer,flags,text
477,astronomy/test/58,astronomy,C,multiple_underscores,"Khi đi du lịch từ phía Bắc của Hoa Kỳ vào Canada, bạn sẽ thấy sao Bắc Đẩu (Polaris) đang trở nên _________.
Sáng hơn
Tối hơn
Cao hơn trên bầu trời
Thấp hơn trên bầu trời"
548,high_school_mathematics/test/135,high_school_mathematics,B,unbalanced_dollar,"John đang chơi một trò chơi trong đó anh ta cố gắng đạt được số lớn nhất có thể. Anh ta phải đặt các ký hiệu +, $\times$, và - (cộng, nhân và trừ) vào những chỗ trống sau đây, sử dụng mỗi ký hiệu đúng một lần:\[2 \underline{\hphantom{8}} 4 \underline{\hphantom{8}} 6 \underline{\hphantom{8}} 8.\] John không thể sử dụng dấu ngoặc đơn hay sắp xếp lại các số. Số lớn nhất có thể John có thể đạt được là bao nhiêu?
22
46
100
99"
561,abstract_algebra/test/43,abstract_algebra,C,markdown_table_pipe,"Tuyên bố 1 | Mọi miền nguyên với đặc tính 0 đều vô hạn. Tuyên bố 2 | Mọi miền nguyên với đặc tính nguyên tố đều hữu hạn.
Đúng, đúng
Sai, sai
Đúng, sai
Sai, đúng"
597,abstract_algebra/test/29,abstract_algebra,A,markdown_table_pipe,"Tuyên bố 1 | Hình ảnh đồng cấu của một nhóm vòng là một nhóm vòng. Tuyên bố 2 | Hình ảnh đồng cấu của một nhóm Abelian là một nhóm Abelian.
Đúng, Đúng
Sai, Sai
Đúng, Sai
Sai, Đúng"
628,abstract_algebra/test/17,abstract_algebra,C,subscript_underscore,"Tính tích trong nhóm được cho. (2,3)(3,5) trong Z_5 x Z_9
(1,1)
(3,1)
(1,6)
(3,6)"
632,high_school_mathematics/test/28,high_school_mathematics,C,"caret_power,raw_latex_frac,raw_latex_sqrt,unbalanced_dollar","Miền giá trị của hàm số $f(x)=\frac{x+6}{\sqrt{x^2-3x-4}}$ là gì?
(-4,4)
[0,4]
(-vô cực, -1) U (4, vô cực)
(-vô cực, -1) U (-1, 4) U (4, vô cực)"
643,high_school_mathematics/test/12,high_school_mathematics,D,"caret_power,unbalanced_dollar","Tìm phần dư của phép chia $2^{87}+3$ cho $7$ là bao nhiêu?
0
1
2
4"
701,high_school_mathematics/test/82,high_school_mathematics,C,caret_power,"Tìm phần dư khi 25^1059 được chia cho 23.
11
13
8
5"
710,abstract_algebra/test/74,abstract_algebra,D,"caret_power,markdown_table_pipe","Phát biểu 1 | Nếu a và b là các phần tử của một nhóm và a không bằng b, thì a^2 không bằng b^2. Phát biểu 2 | Tập hợp các xoay trong một nhóm hai mặt là một chuỗi con tuần hoàn.
Đúng, Đúng
Sai, Sai
Đúng, Sai
Sai, Đúng"
716,elementary_mathematics/test/40,elementary_mathematics,B,unbalanced_dollar,"Gia đình Sojourn đi nghỉ. Họ bắt đầu với $2000. Nếu họ tiêu $150 mỗi ngày, biểu thức nào biểu diễn số tiền họ còn lại sau x ngày?
1850x
2000 −150x
150x
2000 +150x"
719,abstract_algebra/test/12,abstract_algebra,A,subscript_underscore,"Tìm thứ tự của nhóm thương theo nhóm con (Z_11 x Z_15)/(<1, 1>)
1
2
5
11"
747,high_school_mathematics/test/54,high_school_mathematics,C,raw_latex_frac,"Ông Patrick đang chuẩn bị một bài kiểm tra đúng/sai gồm 5 câu hỏi cho lớp học của mình. Ông ta tung đồng xu trước khi viết câu hỏi đầu tiên. Nếu xuất hiện mặt ngửa, ông viết một câu khẳng định đúng và nếu mặt sấp, ông viết một câu phủ định sai. Ông tiếp tục như vậy cho đến khi viết xong tất cả năm câu hỏi. Xác suất của việc trả lời đúng chuỗi câu hỏi TFTFT là bao nhiêu? Trả lời dưới dạng phân số tối giản.
\frac{1}{6}
\frac{1}{64}
\frac{1}{32}
\frac{1}{2}"
751,elementary_mathematics/test/246,elementary_mathematics,B,"unbalanced_dollar,unbalanced_dollar_count","Marcus đã tiêu $3.25 để rửa xe của anh ấy. Nếu 1 đồng xu 25 cents vận hành trạm rửa xe trong 60 giây, thì anh ấy mất bao lâu để rửa xe của mình?
10 phút
13 phút
16 phút
32.5 phút"
755,abstract_algebra/test/78,abstract_algebra,D,markdown_table_pipe,"Phát biểu 1 | Đối với n > 1, tập hợp {1,2, ..., n-1} là một nhóm theo phép nhân modulo n. Phát biểu 2 | Tồn tại một số nguyên x sao cho 63x mod 100 = 1.
Đúng, Đúng
Sai, Sai
Đúng, Sai
Sai, Đúng"
774,high_school_mathematics/test/15,high_school_mathematics,D,"raw_latex_sqrt,unbalanced_dollar","Một con kiến bò thẳng từ điểm $(-4,6)$ đến gốc tọa độ, và sau đó tiếp tục di chuyển thẳng đến điểm $(4,3)$. Con kiến đi được khoảng cách bao nhiêu?
16
2\sqrt{2}
5
5+2\sqrt{13}"
817,elementary_mathematics/test/304,elementary_mathematics,A,"unbalanced_dollar,unbalanced_dollar_count","Sân tập golf của một sân golf tính giá $4.00 cho một xô chứa 40 quả bóng golf. Ở mức giá này, một xô chứa 100 quả bóng golf sẽ giá bao nhiêu?
$10.00
$10.50
$13.50
$16.00"
819,elementary_mathematics/test/261,elementary_mathematics,D,caret_power,"Thể tích, V, của một hình lập phương có độ dài cạnh, s, có thể được xác định bằng công thức V = s^3. Thể tích, tính bằng đơn vị cm3, của một hình lập phương có cạnh dài 2.3 centimet là bao nhiêu?
5.29
6.9
8.027
12.167"
831,high_school_mathematics/test/17,high_school_mathematics,B,"caret_power,unbalanced_dollar","Đa thức được tạo ra từ sự mở rộng của $(x^2 + 5x + 6)^2 + (px + q)(x^3 + 7x^2 + 3x)$ có bậc là $2$. Tìm $p+q$.
-2
-4
-1
1"
846,elementary_mathematics/test/19,elementary_mathematics,A,caret_power,"Đơn giản hóa (2 + 5)^2 − 42.
7
16
30
33"
867,abstract_algebra/test/99,abstract_algebra,C,markdown_table_pipe,"Tuyên bố 1 | Mọi lý tưởng trong một nhóm vòng là một nhóm con của vòng. Tuyên bố 2 | Mọi nhóm con của mọi nhóm vòng là một lý tưởng của vòng.
Đúng, Đúng
Sai, Sai
Đúng, Sai
Sai, Đúng"
905,high_school_mathematics/test/89,high_school_mathematics,C,"raw_latex_frac,unbalanced_dollar","Định nghĩa $f(x)=\frac{1+x}{1-x}$ và $g(x)=\frac{-2}{x+1}$. Tìm giá trị của \[g(f(g(f(\dotsb g(f(12)) \dotsb ))))\] trong đó hàm $f$ được áp dụng 8 lần và hàm $g$ được áp dụng 8 lần, xen kẽ giữa hai hàm này.
12
8
4
0"
920,astronomy/test/80,astronomy,C,caret_power,"Giá trị số đúng và đơn vị của hằng số Boltzmann là gì?
1.38 × 10−21 m^3 · kg · s^−2 · K^−1
1.38 × 10−22 m^2 · kg · s^−3 · K^−1
1.38 × 10−23 m^2 · kg · s^−2 · K^−1
1.38 × 10−24 m^2 · kg · s^−2 · K^−2"
947,abstract_algebra/test/89,abstract_algebra,C,markdown_table_pipe,"Tuyên bố 1 | Mọi hoán vị là một hàm một một. Tuyên bố 2 | Mọi hàm số là một hoán vị nếu và chỉ nếu nó là một một.
Đúng, Đúng
Sai, Sai
Đúng, Sai
Sai, Đúng"
981,high_school_mathematics/test/161,high_school_mathematics,B,"caret_power,unbalanced_dollar","Một khoản đầu tư 4000 đô la tăng với tỷ lệ là 320*e^(0.08t) đô la mỗi năm sau t năm. Giá trị của nó sau 10 năm là xấp xỉ
$4,902
$8,902
$7,122
$12,902"
997,high_school_physics/test/65,high_school_physics,D,caret_power,"Trong phòng thí nghiệm, điện tích trên một giọt dầu được đo. Dữ liệu nào sau đây rất không có khả năng đúng?
6,4 × 10^-19 C
8,0 × 10^-19 C
4,8 × 10^-19 C
2,4 × 10^-19 C"
1005,high_school_mathematics/test/4,high_school_mathematics,C,unbalanced_dollar,"Giả sử $f(x)$ là một hàm có tính chất sau: Đối với tất cả số thực $a$ và $b$ sao cho $a<b$, phần của đồ thị của $y=f(x)$ giữa $x=a$ và $x=b$ nằm dưới đoạn thẳng nối từ $(a,f(a))$ và $(b,f(b))$. (Một hàm có tính chất này được gọi là nghiêng chặt.) Cho biết $f(x)$ đi qua điểm $(-2,5)$ và $(2,9)$, khoảng giá trị có thể của $f(1)$ là gì? Trả lời bằng cách sử dụng dạng khoảng giá trị.
(-vô cực, 10)
(-vô cực, 9)
(-vô cực, 8)
(-vô cực, 7)"
1008,high_school_mathematics/test/150,high_school_mathematics,C,"raw_latex_frac,unbalanced_dollar","Có ba số thực $x$ không thuộc miền xác định của hàm số $$f(x) = \frac{1}{1+\frac{1}{1+\frac 1x}}.$$ Tổng của ba số đó là bao nhiêu?
1
0
-1.5
-1"
1060,abstract_algebra/test/36,abstract_algebra,D,subscript_underscore,"Tính tích trong nhóm. (20)(-8) trong Z_26
0
1
11
22"
1064,high_school_mathematics/test/44,high_school_mathematics,C,"caret_power,unbalanced_dollar","Để đặt viên đá lát đầu tiên trong con đường, Alex bắt đầu tại thùng đá lát, đi bộ ba bước, đặt đá và trở lại thùng. Đối với mỗi viên đá tiếp theo, Alex đi bộ thêm hai bước mỗi chiều. Alex sẽ đặt 50 viên đá đầu tiên trong con đường. Sau khi trở lại từ thùng đá lát sau khi đặt viên đá thứ $50^ ext{th}$, tổng khoảng cách mà Alex đã đi là bao nhiêu, tính bằng feet?
100
90950
5200
50"
1079,abstract_algebra/test/2,abstract_algebra,D,"caret_power,subscript_underscore","Tìm tất cả các giá trị bằng 0 trong trường hữu hạn được chỉ định của đa thức được cho với các hệ số trong trường đó. x^5 + 3x^3 + x^2 + 2x trong Z_5
0
1
0,1
0,4"
1109,elementary_mathematics/test/357,elementary_mathematics,B,caret_power,"Đơn giản hóa 5^3. Sử dụng máy tính, giấy bút hoặc tính trong đầu.
15
125
8
53"
1130,elementary_mathematics/test/231,elementary_mathematics,C,"unbalanced_dollar,unbalanced_dollar_count","Cửa hàng tạp hóa bán một túi gồm 5 quả chanh với giá $2.00. Giá của một quả chanh trong túi là bao nhiêu?
$2.50
$0.60
$0.40
$0.10"
1134,high_school_mathematics/test/10,high_school_mathematics,D,unbalanced_dollar,"Số nguyên dương $x$ và $y$ có tích bằng 56 và $x < y$. Bảy lần nghịch đảo số nguyên nhỏ hơn cộng với 14 lần nghịch đảo số nguyên lớn hơn bằng 4. Giá trị của $x$ là bao nhiêu?
13
14
1
2"
1192,high_school_mathematics/test/269,high_school_mathematics,B,"caret_power,unbalanced_dollar","Khi biểu thức $-2x^2-20x-53$ được viết dưới dạng $a(x+d)^2+e$, trong đó $a$, $d$, và $e$ là các hằng số, tổng của $a$, $d$ và $e$ là bao nhiêu?
-80
0
6
53"
1220,high_school_mathematics/test/116,high_school_mathematics,C,"caret_power,raw_latex_frac","Tính tổng\[\frac{1}{2^1} + \frac{2}{2^2} + \frac{3}{2^3} + \cdots + \frac{k}{2^k} + \cdots \]
\infty
1
2
4"
1249,elementary_mathematics/test/302,elementary_mathematics,C,unbalanced_dollar,"Giá của một cổ phiếu của công ty XYZ vào đầu tuần là $24.75. Trong vòng năm ngày tiếp theo, cổ phiếu đã tăng $2.50 vào thứ Hai, giảm $3.25 vào thứ Ba, giảm $0.75 vào thứ Tư, tăng $1.25 vào thứ Năm và tăng $4.75 vào thứ Sáu. Giá cổ phiếu là bao nhiêu vào cuối ngày Thứ Sáu?
$12.25
$25.75
$29.25
$37.25"
1253,high_school_statistics/test/134,high_school_statistics,D,unbalanced_dollar,"Mối quan hệ giữa giá bán của một chiếc xe hơi (tính theo đơn vị $1,000) và tuổi của nó (tính theo năm) được ước tính từ mẫu ngẫu nhiên các chiếc xe của một mẫu cụ thể. Mối quan hệ được cho bởi công thức sau: Giá bán = 15,9 - 0,983 (tuổi) Chúng ta có thể kết luận điều gì sau đây từ công thức này?
Đối với mỗi năm, giá bán của xe giảm khoảng 9,83 phần trăm.
Một chiếc xe mới có giá trung bình là $9,830.
Đối với mỗi năm, giá bán xe giảm khoảng $1,590.
Đối với mỗi năm, giá bán xe giảm khoảng $983."
1284,elementary_mathematics/test/70,elementary_mathematics,C,unbalanced_dollar,"Mỗi tạp chí có giá 2.99 đô la và mỗi cuốn sách có giá 6.99 đô la tại gian hàng báo cũ Old Town. Tổng chi phí của 4 tạp chí và 3 cuốn sách là bao nhiêu?
$20.93
$28.93
$32.93
$48.93"
1352,abstract_algebra/test/13,abstract_algebra,C,"caret_power,subscript_underscore","Đa thức x^3 + 2x^2 + 2x + 1 có thể phân tích thành nhân tử tuyến tính trong Z_7[x]. Tìm phân tích này.
(x − 2)(x + 2)(x − 1)
(x + 1)(x + 4)(x − 2)
(x + 1)(x − 4)(x − 2)
(x - 1)(x − 4)(x − 2)"
1395,high_school_chemistry/test/202,high_school_chemistry,B,caret_power,"Trong quá trình nghiên cứu phản ứng A → 2B, một nhà hóa học xây dựng một số đồ thị. Đồ thị của [A] so với thời gian và đồ thị của ln [A] so với thời gian đều là những đường cong; tuy nhiên, đồ thị của 1/[A] so với thời gian lại là đường thẳng. Điều này ngụ ý rằng định luật tốc độ là
Tốc độ = k[A]
Tốc độ = k[A]^2
Tốc độ = k[A]^0
Tốc độ = k[A]^-1"
1398,high_school_mathematics/test/51,high_school_mathematics,A,"raw_latex_frac,unbalanced_dollar","Giả sử đồ thị của một hàm, $y=f(x)$, có tính chất nếu nó được dịch sang phải $20$ đơn vị, thì đồ thị kết quả là giống với đồ thị ban đầu của $y=f(x)$. Tìm giá trị $a$ dương nhỏ nhất sao cho nếu đồ thị của $y=f\left(\frac x5\right)$ được dịch $a$ đơn vị sang phải, chúng ta biết rằng đồ thị kết quả giống với đồ thị ban đầu của $y=f\left(\frac x5\right)$?
100
4
5
20"
1423,high_school_mathematics/test/239,high_school_mathematics,A,caret_power,"Giá trị lớn nhất của hàm số f (x) = xe^{–x} là
1/e
e
1
-1"
1453,abstract_algebra/test/38,abstract_algebra,C,subscript_underscore,"Tìm phần tử sinh trong trường hữu hạn Z_7.
1
2
3
4"
1477,high_school_mathematics/test/130,high_school_mathematics,A,"subscript_underscore,unbalanced_dollar","Tính $\log_3 81$.
4
0.25
-1
27"
1482,elementary_mathematics/test/172,elementary_mathematics,C,unbalanced_dollar,"Mai kiếm được $5.50 mỗi giờ làm việc tại công việc sau giờ học của cô ấy. Cô ấy phải làm bao nhiêu giờ để kiếm được $132?
16
20
24
28"
1487,high_school_mathematics/test/49,high_school_mathematics,B,"caret_power,unbalanced_dollar","Nếu $f(x) = 8x^3 - 6x^2 - 4x + 5$, tìm giá trị của $f( -2)$.
5
-75
-64
-24"
1492,high_school_mathematics/test/198,high_school_mathematics,D,"caret_power,unbalanced_dollar","Giả sử $x-3$ và $y+3$ đều chia hết cho $7$. Tìm số nguyên dương nhỏ nhất $n$ để $x^2+xy+y^2+n$ chia hết cho $7$.
2
6
4
5"
1495,high_school_mathematics/test/103,high_school_mathematics,D,"caret_power,unbalanced_dollar","Độ dài cạnh huyền của một tam giác vuông là 10 inch và một góc bằng $45^{\circ}$. Diện tích tam giác là bao nhiêu inch vuông?
10
45
125
25"
1510,high_school_mathematics/test/36,high_school_mathematics,C,unbalanced_dollar,"Tính $\dbinom{85}{82}$.
252
4680
98770
101170"
1543,abstract_algebra/test/7,abstract_algebra,D,markdown_table_pipe,"Phát biểu 1 | Một ánh xạ homomorphism giữa các nhóm vòng là một một khi và chỉ khi hạt nhân bằng {0}. Phát biểu 2 | Q là một lý thuyết trong R.
Đúng, đúng
Sai, sai
Đúng, sai
Sai, đúng"
1548,high_school_mathematics/test/156,high_school_mathematics,D,unbalanced_dollar,"Trên mỗi mặt của một khối lập phương được viết sáu số nguyên dương. Mỗi đỉnh được ghi nhãn với tích của ba số trên mặt kề đỉnh đó. Nếu tổng các số trên các đỉnh bằng $1001$, thì tổng các số viết trên các mặt là bao nhiêu?
18
13
1001
31"
1611,elementary_mathematics/test/45,elementary_mathematics,B,unbalanced_dollar,"Nếu 3 lon lê có giá $2.37 thì bạn có thể mua được bao nhiêu lon lê với $9.48?
3 lon lê
12 lon lê
36 lon lê
13 lon lê"
1627,high_school_chemistry/test/51,high_school_chemistry,A,caret_power,"Fe(OH)3 có Ksp = 1.6 × 10^-39. Hãy tính nồng độ mol của hợp chất này?
8.8 × 10^-11 M
2.0 × 10^-10 M
7.4 × 10^-14 mol/L
9.4 × 10^-6 mol/L"
1650,elementary_mathematics/test/193,elementary_mathematics,D,caret_power,"Đơn giản hóa −4 + 7 • 3^2. Sử dụng máy tính, giấy viết chì hoặc tính nhẩm.
437
27
289
59"
1658,elementary_mathematics/test/301,elementary_mathematics,C,caret_power,"Cặp biểu thức nào dưới đây tương đương với nhau?
7(2x) và 9x
3x + 5x và 15x
4(2x — 6) và 8x — 24
x+x+x+x và x^4"
1668,high_school_mathematics/test/141,high_school_mathematics,B,"caret_power,unbalanced_dollar","Giả sử với một số $a,b,c$, chúng ta có $a+b+c = 1$, $ab+ac+bc = abc = -4$. Tìm $a^3+b^3+c^3$?
0
1
112
12"
1689,abstract_algebra/test/9,abstract_algebra,C,"caret_power,subscript_underscore","Tìm tất cả các số không trong trường hữu hạn được chỉ định của đa thức cho trước có hệ số trong trường đó. x^3 + 2x + 2 tại Z_7
1
2
2,3
6"
1692,high_school_mathematics/test/92,high_school_mathematics,B,"raw_latex_frac,unbalanced_dollar","Tìm $-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}.$
1
-1
0
2"
1700,high_school_mathematics/test/190,high_school_mathematics,C,raw_latex_frac,"Ben lắc bốn con xúc xắc 20 mặt, có mỗi mặt được đánh số từ 1 đến 20. Xác suất để đúng đúng hai con xúc xắc chỉ hiện số chẵn là bao nhiêu?
\frac{5}{24}
\frac{5}{16}
\frac{3}{8}
\frac{5}{8}"
1720,high_school_mathematics/test/52,high_school_mathematics,B,unbalanced_dollar,"Có bao nhiêu số riêng biệt có thể tạo ra bằng cách tạo phân số với $2,3,4$ hoặc $6$ trong tử số và $2,3,4$ hoặc $6$ trong mẫu số?
1
9
2
10"
1761,high_school_mathematics/test/178,high_school_mathematics,A,raw_latex_frac,"Nếu tôi tung 5 xúc xắc 6 mặt tiêu chuẩn và nhân số trên mỗi mặt của từng xúc xắc, xác suất cho kết quả là một số hợp số là bao nhiêu?
\frac{485}{486}
\frac{16}{7776}
\frac{4}{7776}
\frac{2}{7776}"
1773,abstract_algebra/test/45,abstract_algebra,C,markdown_table_pipe,"Phiên bản 1 | Đối với bất kỳ hai nhóm G và G' nào, luôn tồn tại một ánh xạ đồng nhóm từ G sang G'. Phiên bản 2 | Mọi ánh xạ đồng nhóm đều là một ánh xạ một-một.
Đúng, đúng
Sai, sai
Đúng, sai
Sai, đúng"
1792,abstract_algebra/test/84,abstract_algebra,D,markdown_table_pipe,"Cho A và B là các tập hợp, f: A -> B và g: B -> A là các hàm sao cho với mọi a \in A, g(f(a)) = a. Tuyên bố 1 | Hàm g phải tất yếu là ánh xạ một phía. Tuyên bố 2 | Hàm g phải tất yếu là ánh xạ trên.
Đúng, Đúng
Sai, Sai
Đúng, Sai
Sai, Đúng"
1794,abstract_algebra/test/80,abstract_algebra,B,"markdown_table_pipe,subscript_underscore","Phát biểu 1 | Tích trực tiếp ngoài của các nhóm tuần hoàn là tuần hoàn. Phát biểu 2 | Tích trực tiếp ngoài của D_3 và D_4 đồng cấu với D_12.
Đúng, đúng
Sai, sai
Đúng, sai
Sai, đúng"
1823,high_school_physics/test/8,high_school_physics,A,caret_power,"Hộp có khối lượng m trượt trên một bề mặt nằm ngang với vận tốc ban đầu v0. Nó không cảm nhận bất kỳ lực nào khác ngoài trọng lực và lực từ bề mặt. Nếu hệ số ma sát động giữa hộp và bề mặt là μ, đường đi của hộp trước khi dừng lại là bao nhiêu?
v0^2/(2μg)
v0^2/(μg)
2v0^2/(μg)
mv0^2/(μg)"
